#https://volby.cz/pls/ps2013/ps111?xjazyk=CZ&xkraj=1&xstrana=0&xv=1&xt=1
cislo;strana;porc;jmeno;vek;nav;pol;abs;rel;man;porman
15;SPOZ;33;Václavík Pavel;49;SPOZ;SPOZ;3;0,05;-;-
1;ČSSD;21;Vaicová Marie Ing.;68;ČSSD;ČSSD;312;0,37;-;17
22;LEV 21;28;Valentová Helena;61;LEV 21;BEZPP;3;0,79;-;-
4;TOP 09;10;Valchář Petr;26;TOP 09;BEZPP;769;0,56;-;3
20;ANO 2011;2;Válková Helena prof. JUDr. CSc.;62;ANO 2011;BEZPP;4950;5,12;*;2
12;PB;27;Vaňátková Světlana;44;PB;BEZPP;6;0,48;-;-
18;DSSS;24;Vaníčková Lenka;47;DSSS;BEZPP;10;0,40;-;-
4;TOP 09;28;Vašíček Jan Ing.;39;TOP 09;TOP 09;648;0,47;-;21
5;HLVZHŮRU;21;Vávra Josef Ing.;60;HLVZHŮRU;SBB;17;0,65;-;-
13;Suveren.;13;Vávra Vítězslav;60;Suveren.;BEZPP;8;1,00;-;-
13;Suveren.;24;Vavroš Jaroslav Ing.;25;Suveren.;BEZPP;2;0,25;-;-
22;LEV 21;35;Vazač Jiří;57;LEV 21;BEZPP;1;0,26;-;-
20;ANO 2011;16;Venclíček Petr;29;ANO 2011;ANO 2011;223;0,23;-;11
20;ANO 2011;28;Veselá Vladislava JUDr.;29;ANO 2011;ANO 2011;990;1,02;-;23
3;Piráti;5;Veverka Robert;36;Piráti;BEZPP;1085;5,08;-;-
23;SZ;21;Vilgus Petr MgA. Ph.D.;39;SZ;SZ;383;1,01;-;-
12;PB;11;Vilím Stanislav;42;PB;BEZPP;12;0,97;-;-
2;Svobodní;11;Virglerová Fronéma;26;Svobodní;Svobodní;375;1,71;-;-
12;PB;28;Viška Miroslav;46;PB;BEZPP;2;0,16;-;-
6;ODS;29;Vítkovská Lucie Bc. DiS.;28;ODS;ODS;598;0,84;-;25
2;Svobodní;18;Vlach Erik;35;Svobodní;Svobodní;53;0,24;-;-
6;ODS;8;Vlček Daniel Ing.;31;ODS;ODS;1121;1,59;-;5
4;TOP 09;17;Vlček Stanislav;50;TOP 09;TOP 09;400;0,29;-;10
15;SPOZ;32;Vlček Vít JUDr.;55;SPOZ;SPOZ;63;1,16;-;-
1;ČSSD;28;Vodák Břetislav Ing.;60;ČSSD;ČSSD;227;0,27;-;24
15;SPOZ;18;Vodička Aleš Ing.;42;SPOZ;SPOZ;11;0,20;-;-
1;ČSSD;24;Vohlídal Jiří Ing. Ph.D.;37;ČSSD;ČSSD;868;1,04;-;20
5;HLVZHŮRU;14;Vojíková Vítková Martina;38;HLVZHŮRU;SBB;32;1,23;-;-
13;Suveren.;34;Vojtíšková Andrea;44;Suveren.;BEZPP;5;0,62;-;-
10;SsČR;12;Vojtová Iveta;42;SsČR;BEZPP;9;1,21;-;-
18;DSSS;26;Vokněr Pavel;27;DSSS;BEZPP;14;0,56;-;-
18;DSSS;17;Vokněr Petr;24;DSSS;DSSS;19;0,76;-;-
18;DSSS;34;Vokněrová Jiřina;49;DSSS;DSSS;34;1,37;-;-
18;DSSS;14;Volešák Tomáš;57;DSSS;DSSS;14;0,56;-;-
17;Úsvit;5;Volfová Andrea Mgr.;45;Úsvit;BEZPP;754;4,01;-;4
10;SsČR;19;Volfová Danuše;58;SsČR;BEZPP;8;1,08;-;-
4;TOP 09;18;Volšík Jan MBA;43;TOP 09;TOP 09;385;0,28;-;11
4;TOP 09;12;Vondra Radek Bc.;41;TOP 09;TOP 09;1032;0,76;-;5
1;ČSSD;31;Vondráková Jiřina;62;ČSSD;ČSSD;339;0,41;-;27
15;SPOZ;35;Vondrášek Matyáš;23;SPOZ;SPOZ;20;0,36;-;-
15;SPOZ;24;Vondrys Miloslav;55;SPOZ;SPOZ;17;0,31;-;-
1;ČSSD;25;Voráček Emil PhDr. DrSc.;63;ČSSD;ČSSD;1080;1,30;-;21
22;LEV 21;11;Votava Přemysl;70;LEV 21;LEV 21;11;2,92;-;-
13;Suveren.;32;Votrubová Miloslava;64;Suveren.;BEZPP;4;0,50;-;-
22;LEV 21;20;Vranka Jakub MUDr.;36;LEV 21;LEV 21;8;2,12;-;-
21;KSČM;34;Vrobel Lukáš;25;KSČM;KSČM;369;0,73;-;32
10;SsČR;32;Vrtílka Pavel;50;SsČR;BEZPP;4;0,54;-;-
10;SsČR;34;Vrtílková Michaela;30;SsČR;BEZPP;4;0,54;-;-
10;SsČR;27;Vrtílková Renáta;51;SsČR;BEZPP;5;0,67;-;-
16;OBČ_2011;5;Vykysal Jaroslav;37;OBČ_2011;OBČ_2011;8;1,75;-;-
3;Piráti;2;Wagnerová Lenka PhDr.;52;Piráti;Piráti;1439;6,74;-;-
23;SZ;3;Walek Czeslaw Mgr.;38;SZ;SZ;2449;6,46;-;-
13;Suveren.;2;Weiszová Silvia;46;Suveren.;Suveren.;30;3,75;-;-
20;ANO 2011;31;Wiedermann Janíčková Darina Mgr.;32;ANO 2011;ANO 2011;265;0,27;-;26
11;KDU-ČSL;3;Wolf Jan;41;KDU-ČSL;KDU-ČSL;1681;5,24;-;6
18;DSSS;20;Zahrádková Ladislava;53;DSSS;DSSS;16;0,64;-;-
1;ČSSD;19;Zahradnický Tomáš Ing. Ph.D.;34;ČSSD;ČSSD;1677;2,02;-;15
23;SZ;36;Zachariášová Lucia JUDr.;31;SZ;SZ;435;1,14;-;-
1;ČSSD;1;Zavadil Jaroslav;69;ČSSD;BEZPP;7991;9,66;*;1
11;KDU-ČSL;4;Závodský Ondřej JUDr. Ph.D.;33;KDU-ČSL;BEZPP;4991;15,57;-;2
18;DSSS;16;Zborníková Květoslava;55;DSSS;DSSS;7;0,28;-;-
5;HLVZHŮRU;2;Zelený Miroslav Ing.;43;HLVZHŮRU;UNP;123;4,74;-;-
18;DSSS;21;Zeman Josef;48;DSSS;DSSS;16;0,64;-;-
18;DSSS;11;Zemanová Alena;44;DSSS;DSSS;23;0,93;-;-
9;Změna;21;Zicha Ondřej MgA.;38;Změna;BEZPP;11;0,24;-;-
20;ANO 2011;34;Zíka Jiří PhDr.;60;ANO 2011;ANO 2011;369;0,38;-;29
1;ČSSD;32;Zikmundová Eva;58;ČSSD;ČSSD;606;0,73;-;28
17;Úsvit;2;Zilvar Jan;48;Úsvit;Úsvit;723;3,85;-;1
20;ANO 2011;3;Zlatuška Jiří prof. RNDr. CSc.;56;ANO 2011;ANO 2011;4820;4,99;*;3
18;DSSS;36;Zobánek Roman;41;DSSS;BEZPP;10;0,40;-;-
5;HLVZHŮRU;1;Zoufalík Bohumil Mgr.;45;HLVZHŮRU;BEZPP;233;8,99;-;-
23;SZ;27;Zubatý Jan Ing.;26;SZ;SZ;168;0,44;-;-
15;SPOZ;1;Žák Zdeněk Bc.;45;SPOZ;BEZPP;841;15,49;-;-
17;Úsvit;22;Žídek Vítězslav Ing.;58;Úsvit;BEZPP;105;0,55;-;21
