#https://volby.cz/pls/ps2013/ps111?xjazyk=CZ&xkraj=1&xstrana=0&xv=1&xt=1
cislo;strana;porc;jmeno;vek;nav;pol;abs;rel;man;porman
13;Suveren.;13;Vavra Vitezslav;60;Suveren.;BEZPP;8;1,00;-;-
13;Suveren.;24;Vavros Jaroslav Ing.;25;Suveren.;BEZPP;2;0,25;-;-
22;LEV 21;35;Vazac Jiri;57;LEV 21;BEZPP;1;0,26;-;-
20;ANO 2011;16;Venclicek Petr;29;ANO 2011;ANO 2011;223;0,23;-;11
20;ANO 2011;28;Vesela Vladislava JUDr.;29;ANO 2011;ANO 2011;990;1,02;-;23
3;Pirati;5;Veverka Robert;36;Pirati;BEZPP;1085;5,08;-;-
23;SZ;21;Vilgus Petr MgA. Ph.D.;39;SZ;SZ;383;1,01;-;-
12;PB;11;Vilim Stanislav;42;PB;BEZPP;12;0,97;-;-
2;Svobodni;11;Virglerova Fronema;26;Svobodni;Svobodni;375;1,71;-;-
12;PB;28;Viska Miroslav;46;PB;BEZPP;2;0,16;-;-
6;ODS;29;Vitkovska Lucie Bc. DiS.;28;ODS;ODS;598;0,84;-;25
2;Svobodni;18;Vlach Erik;35;Svobodni;Svobodni;53;0,24;-;-
6;ODS;8;Vlcek Daniel Ing.;31;ODS;ODS;1121;1,59;-;5
4;TOP 09;17;Vlcek Stanislav;50;TOP 09;TOP 09;400;0,29;-;10
15;SPOZ;32;Vlcek Vit JUDr.;55;SPOZ;SPOZ;63;1,16;-;-
1;CSSD;28;Vodak Bretislav Ing.;60;CSSD;CSSD;227;0,27;-;24
15;SPOZ;18;Vodicka Ales Ing.;42;SPOZ;SPOZ;11;0,20;-;-
1;CSSD;24;Vohlidal Jiri Ing. Ph.D.;37;CSSD;CSSD;868;1,04;-;20
5;HLVZHURU;14;Vojikova Vitkova Martina;38;HLVZHURU;SBB;32;1,23;-;-
13;Suveren.;34;Vojtiskova Andrea;44;Suveren.;BEZPP;5;0,62;-;-
10;SsCR;12;Vojtova Iveta;42;SsCR;BEZPP;9;1,21;-;-
18;DSSS;26;Vokner Pavel;27;DSSS;BEZPP;14;0,56;-;-
18;DSSS;17;Vokner Petr;24;DSSS;DSSS;19;0,76;-;-
18;DSSS;34;Voknerova Jirina;49;DSSS;DSSS;34;1,37;-;-
18;DSSS;14;Volesak Tomas;57;DSSS;DSSS;14;0,56;-;-
17;Usvit;5;Volfova Andrea Mgr.;45;Usvit;BEZPP;754;4,01;-;4
10;SsCR;19;Volfova Danuse;58;SsCR;BEZPP;8;1,08;-;-
4;TOP 09;18;Volsik Jan MBA;43;TOP 09;TOP 09;385;0,28;-;11
4;TOP 09;12;Vondra Radek Bc.;41;TOP 09;TOP 09;1032;0,76;-;5
1;CSSD;31;Vondrakova Jirina;62;CSSD;CSSD;339;0,41;-;27
15;SPOZ;35;Vondrasek Matyas;23;SPOZ;SPOZ;20;0,36;-;-
15;SPOZ;24;Vondrys Miloslav;55;SPOZ;SPOZ;17;0,31;-;-
1;CSSD;25;Voracek Emil PhDr. DrSc.;63;CSSD;CSSD;1080;1,30;-;21
22;LEV 21;11;Votava Premysl;70;LEV 21;LEV 21;11;2,92;-;-
13;Suveren.;32;Votrubova Miloslava;64;Suveren.;BEZPP;4;0,50;-;-
22;LEV 21;20;Vranka Jakub MUDr.;36;LEV 21;LEV 21;8;2,12;-;-
21;KSCM;34;Vrobel Lukas;25;KSCM;KSCM;369;0,73;-;32
10;SsCR;32;Vrtilka Pavel;50;SsCR;BEZPP;4;0,54;-;-
10;SsCR;34;Vrtilkova Michaela;30;SsCR;BEZPP;4;0,54;-;-
10;SsCR;27;Vrtilkova Renata;51;SsCR;BEZPP;5;0,67;-;-
16;OBC_2011;5;Vykysal Jaroslav;37;OBC_2011;OBC_2011;8;1,75;-;-
3;Pirati;2;Wagnerova Lenka PhDr.;52;Pirati;Pirati;1439;6,74;-;-
23;SZ;3;Walek Czeslaw Mgr.;38;SZ;SZ;2449;6,46;-;-
13;Suveren.;2;Weiszova Silvia;46;Suveren.;Suveren.;30;3,75;-;-
20;ANO 2011;31;Wiedermann Janickova Darina Mgr.;32;ANO 2011;ANO 2011;265;0,27;-;26
11;KDU-CSL;3;Wolf Jan;41;KDU-CSL;KDU-CSL;1681;5,24;-;6
18;DSSS;20;Zahradkova Ladislava;53;DSSS;DSSS;16;0,64;-;-
1;CSSD;19;Zahradnicky Tomas Ing. Ph.D.;34;CSSD;CSSD;1677;2,02;-;15
23;SZ;36;Zachariasova Lucia JUDr.;31;SZ;SZ;435;1,14;-;-
1;CSSD;1;Zavadil Jaroslav;69;CSSD;BEZPP;7991;9,66;*;1
11;KDU-CSL;4;Zavodsky Ondrej JUDr. Ph.D.;33;KDU-CSL;BEZPP;4991;15,57;-;2
18;DSSS;16;Zbornikova Kvetoslava;55;DSSS;DSSS;7;0,28;-;-
5;HLVZHURU;2;Zeleny Miroslav Ing.;43;HLVZHURU;UNP;123;4,74;-;-
18;DSSS;21;Zeman Josef;48;DSSS;DSSS;16;0,64;-;-
18;DSSS;11;Zemanova Alena;44;DSSS;DSSS;23;0,93;-;-
9;Zmena;21;Zicha Ondrej MgA.;38;Zmena;BEZPP;11;0,24;-;-
20;ANO 2011;34;Zika Jiri PhDr.;60;ANO 2011;ANO 2011;369;0,38;-;29
1;CSSD;32;Zikmundova Eva;58;CSSD;CSSD;606;0,73;-;28
17;Usvit;2;Zilvar Jan;48;Usvit;Usvit;723;3,85;-;1
20;ANO 2011;3;Zlatuska Jiri prof. RNDr. CSc.;56;ANO 2011;ANO 2011;4820;4,99;*;3
18;DSSS;36;Zobanek Roman;41;DSSS;BEZPP;10;0,40;-;-
5;HLVZHURU;1;Zoufalik Bohumil Mgr.;45;HLVZHURU;BEZPP;233;8,99;-;-
23;SZ;27;Zubaty Jan Ing.;26;SZ;SZ;168;0,44;-;-
15;SPOZ;1;Zak Zdenek Bc.;45;SPOZ;BEZPP;841;15,49;-;-
17;Usvit;22;Zidek Vitezslav Ing.;58;Usvit;BEZPP;105;0,55;-;21
